AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A712012,Nala,2015-12-19 11:35:00,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A715299,Scout,2015-11-13 13:54:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A670524,Rosalee,2014-01-15 16:57:00,Adoption,,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Brown
A710659,Mochi,2015-09-05 16:54:00,Adoption,,Dog,Spayed Female,2 years,Cairn Terrier,White/Black
A693905,,2014-12-17 09:00:00,Transfer,SCRP,Cat,Intact Female,6 months,Domestic Shorthair Mix,Calico
A684509,,2014-07-24 18:39:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby
A678054,Buster,2014-05-26 11:54:00,Adoption,,Dog,Neutered Male,1 year,Staffordshire Mix,White/Tan
A687437,Hal,2014-10-13 17:32:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A712370,,2015-09-26 19:06:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A710239,,2015-08-20 12:16:00,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby
A684978,,2014-07-31 13:22:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
A696597,,2015-02-09 09:00:00,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby/White
A711711,,2015-09-11 12:41:00,Transfer,Partner,Cat,Intact Male,2 days,Domestic Shorthair Mix,Brown Tabby
A689337,Eva,2014-10-06 19:05:00,Adoption,,Dog,Spayed Female,2 months,Border Collie Mix,Chocolate/White
A683598,Piper,2014-07-15 18:12:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White
A660137,Duffy,2013-10-12 19:03:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby
A703180,Maizy,2015-05-25 17:16:00,Adoption,,Dog,Spayed Female,5 months,Chihuahua Shorthair/Dachshund,White/Tan
A679486,Bernice,2014-07-28 14:58:00,Euthanasia,Suffering,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Torbie
A702180,Danny,2015-10-08 18:33:00,Return_to_owner,,Dog,Neutered Male,7 years,Jack Russell Terrier Mix,White/Brown
A690251,,2014-10-16 18:33:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
A666446,,2013-11-01 14:18:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A697639,Meatball,2015-03-01 14:43:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A688132,Felicia,2014-09-29 14:08:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A713959,Mikey,2015-10-21 13:53:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair/Queensland Heeler,Blue Tick
A680264,,2014-05-31 16:31:00,Transfer,Partner,Dog,Intact Female,2 months,German Shepherd,Black/Tan
A693656,Rosie,2014-12-30 16:19:00,Adoption,,Dog,Spayed Female,3 years,Beagle Mix,Tricolor
A631433,Meathead,2016-02-12 11:32:00,Transfer,Partner,Dog,Neutered Male,7 years,Pit Bull/Catahoula,White/Blue Merle
A709089,Akiko (Snow),2015-08-15 17:38:00,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair,Blue Tabby/White
A691721,Dozer,2015-01-27 12:20:00,Adoption,Foster,Dog,Spayed Female,8 months,Pit Bull Mix,Blue Tiger/White
A689525,Snowball,2014-10-15 14:44:00,Adoption,,Cat,Spayed Female,10 years,Domestic Shorthair Mix,White
A676272,,2014-06-01 16:09:00,Adoption,Offsite,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Blue
A682199,Paul,2014-06-27 13:16:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Blue
A671994,Lola,2014-02-02 12:27:00,Return_to_owner,,Dog,Spayed Female,11 years,Golden Retriever Mix,Gold
A670888,Ruby,2014-01-17 18:07:00,Return_to_owner,,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Black/Tan
A668610,Jinxy,2013-12-14 11:58:00,Transfer,Partner,Cat,Spayed Female,4 years,Ragdoll Mix,Seal Point
A656318,Samson,2015-03-01 12:12:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A685670,,2014-08-11 10:16:00,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A679741,,2014-05-26 16:55:00,Transfer,Partner,Dog,Intact Female,2 months,Catahoula Mix,Tan/White
A687592,,2014-09-12 18:05:00,Transfer,Partner,Dog,Neutered Male,9 months,Great Pyrenees Mix,White
A709682,,2015-08-12 14:19:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black
A719517,,2016-01-26 19:01:00,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A693797,,2015-02-07 17:57:00,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever Mix,Tan/White
A706377,Sophie,2015-07-09 15:26:00,Transfer,Partner,Dog,Spayed Female,5 years,Pit Bull Mix,White/Brown
A688717,Piglet,2014-11-08 18:00:00,Adoption,Foster,Dog,Spayed Female,2 months,Labrador Retriever/Border Collie,Black/White
A676261,Chato,2014-04-09 17:53:00,Adoption,,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,White/Brown
A678076,Bo,2014-05-04 17:20:00,Euthanasia,Suffering,Dog,Neutered Male,12 years,German Shepherd/Siberian Husky,White
A699233,Winston Theo,2015-04-03 16:50:00,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Brown Tabby
A701950,Concho,2015-05-06 19:18:00,Return_to_owner,,Dog,Spayed Female,4 years,Dachshund/Bull Terrier,Black/White
A684719,Jillian,2014-08-14 16:52:00,Transfer,Partner,Dog,Spayed Female,4 years,Siberian Husky Mix,Black/Brown
A679412,Marybell,2014-06-17 13:46:00,Transfer,Partner,Dog,Intact Female,3 years,Pit Bull Mix,White/Brown
A686873,Moon,2014-09-05 15:07:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A701837,,2015-05-05 12:51:00,Died,In Kennel,Cat,Unknown,6 days,Domestic Shorthair Mix,Black/White
A673037,,2014-02-19 16:29:00,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Orange Tabby
A682068,Greyworm,2014-06-27 12:59:00,Transfer,SCRP,Cat,Intact Male,6 months,Domestic Shorthair Mix,Blue
A607884,Kylie,2014-11-16 16:21:00,Adoption,,Dog,Spayed Female,8 years,Border Collie Mix,Black/White
A676927,Hazel,2014-05-25 17:12:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A702834,Zane,2015-06-30 07:11:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A694243,Tommy,2014-12-23 14:09:00,Transfer,Partner,Dog,Intact Male,4 months,Chihuahua Shorthair Mix,Cream
A569218,Emily,2013-10-12 14:55:00,Return_to_owner,,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black/White
A694590,Snowbelle,2015-01-04 18:36:00,Adoption,,Dog,Spayed Female,3 months,Catahoula Mix,White
A716643,Karli,2015-11-27 13:52:00,Transfer,Partner,Dog,Intact Female,3 months,German Shepherd Mix,Brown
A693968,,2014-12-27 11:09:00,Return_to_owner,,Dog,Intact Female,2 weeks,Pit Bull Mix,Blue/White
A678845,,2014-06-16 17:10:00,Adoption,Foster,Dog,Neutered Male,1 month,Jack Russell Terrier Mix,Black/White
A707795,Mona,2015-09-10 14:35:00,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever/Pit Bull,Black/White
A657826,Sawyer,2014-06-19 14:55:00,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A675295,,2014-03-26 19:20:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,White/Brown Tabby
A686864,Valentine,2014-09-01 18:23:00,Adoption,,Dog,Neutered Male,2 months,Pit Bull Mix,White
A720674,,2016-02-16 10:17:00,Transfer,SCRP,Cat,Intact Male,,Domestic Shorthair Mix,Blue Tabby/White
A666283,Sen,2014-02-22 12:22:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle/White
A707627,Jazzy,2015-07-21 18:51:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White
A691170,Butter,2014-11-17 17:15:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A691311,,2014-11-02 18:28:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Calico
A691788,George,2014-11-14 14:25:00,Transfer,Partner,Cat,Neutered Male,4 years,Siamese Mix,Seal Point
A715721,Sharpie,2016-02-13 11:04:00,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A703925,,2015-05-30 14:52:00,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,White/Blue Tabby
A704002,Nala,2015-06-13 14:24:00,Adoption,,Dog,Spayed Female,10 months,Labrador Retriever/Anatol Shepherd,Yellow
A698298,Parsnip,2015-03-15 14:08:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Tan
A669835,Lotusblosso,2014-05-23 17:10:00,Adoption,,Cat,Spayed Female,4 years,Domestic Longhair Mix,Blue Tabby/White
A701691,Shadow,2015-05-15 09:28:00,Euthanasia,Aggressive,Dog,Intact Male,2 years,Golden Retriever Mix,Red
A714123,,2015-10-19 09:00:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Cream Tabby
A666911,Bear,2013-11-10 16:54:00,Adoption,,Dog,Neutered Male,2 months,Golden Retriever Mix,Gold
A706845,Big Red,2015-08-30 11:22:00,Adoption,Foster,Dog,Neutered Male,1 month,Chihuahua Shorthair Mix,Sable/Black
A619569,Papi,2014-03-07 14:40:00,Return_to_owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown
A686180,Dallas,2014-08-24 16:58:00,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Black/Tan
A669053,,2013-12-19 16:22:00,Transfer,Partner,Dog,Intact Male,4 months,Mastiff/Pit Bull,Black/White
A714746,Spice,2015-10-29 13:42:00,Adoption,,Dog,Spayed Female,5 months,Chihuahua Shorthair Mix,Sable
A703437,,2015-05-25 09:00:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue/White
A717873,Claus,2015-12-20 18:01:00,Adoption,,Dog,Neutered Male,1 year,Miniature Schnauzer/Yorkshire Terrier,White
A703157,Rose,2015-06-10 19:42:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A666864,Riley,2013-11-08 13:45:00,Return_to_owner,,Dog,Spayed Female,6 months,Labrador Retriever Mix,Brown/White
A712843,,2015-09-29 00:00:00,Died,Enroute,Dog,Intact Male,1 year,Pit Bull/Labrador Retriever,Tan/White
A718139,Rudolph,2016-01-29 15:36:00,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black
A710672,Ponyo,2015-08-31 17:15:00,Adoption,,Dog,Spayed Female,2 months,Catahoula/Cardigan Welsh Corgi,Black/White
A683336,Rosie,2014-07-14 13:32:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black/White
A716945,Erwin Frank,2015-11-29 16:54:00,Return_to_owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby
A710296,Atticus,2015-08-25 18:55:00,Adoption,,Dog,Neutered Male,3 years,Norwich Terrier Mix,Tan
A711400,Jasmine,2015-09-07 18:33:00,Return_to_owner,,Dog,Spayed Female,1 year,Siberian Husky Mix,Red/White
A682422,,2014-07-04 18:42:00,Transfer,Partner,Dog,Intact Male,4 months,Labrador Retriever/Australian Kelpie,Brown
A664225,Lou,2013-10-01 12:13:00,Return_to_owner,,Dog,Neutered Male,3 years,Shih Tzu Mix,Gray/White
A689526,Oreo,2014-10-18 18:43:00,Adoption,,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Black/White
A582183,Maya,2014-12-02 12:31:00,Return_to_owner,,Dog,Spayed Female,5 years,German Shepherd Mix,White
A719252,Precious,2016-01-16 14:56:00,Transfer,Partner,Dog,Intact Female,4 months,Pit Bull Mix,Fawn
A691285,Pinto,2014-11-26 18:48:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A683191,Dagwood,2014-07-18 14:27:00,Transfer,Partner,Dog,Intact Male,2 months,German Shepherd Mix,Black/Tan
A695885,Clara,2015-04-29 17:03:00,Adoption,,Dog,Spayed Female,6 years,Australian Cattle Dog Mix,Red
A650999,Xena,2014-11-15 16:41:00,Return_to_owner,,Cat,Spayed Female,6 years,Siamese Mix,Tortie Point
A680414,Twix,2014-07-08 11:16:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White
A694989,Cooper,2015-01-31 13:06:00,Transfer,Partner,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black
A681013,Widget,2014-06-16 13:51:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby
A707693,Ani,2015-09-05 16:54:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue
A666919,Chip,2013-11-15 16:17:00,Transfer,Partner,Dog,Intact Male,6 months,Chihuahua Shorthair,White/Black
A695139,Addison,2015-02-07 13:56:00,Adoption,,Dog,Spayed Female,4 years,Australian Cattle Dog Mix,Tan/White
A720169,Rita,2016-02-17 00:00:00,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black/Brown
A702452,,2015-05-15 09:00:00,Transfer,SCRP,Cat,Intact Female,9 months,Domestic Shorthair Mix,Blue
A702188,Judge,2015-05-13 15:04:00,Transfer,Partner,Dog,Neutered Male,10 months,German Shepherd Mix,Black/Tan
A681006,Max,2014-06-15 11:56:00,Adoption,,Dog,Neutered Male,4 years,Yorkshire Terrier/Miniature Poodle,Black/Brown
A683867,Blondie,2014-08-22 12:29:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A703576,Sam,2015-06-29 16:09:00,Return_to_owner,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A674785,Millie,2014-04-15 17:26:00,Adoption,Foster,Dog,Spayed Female,1 month,Chihuahua Shorthair/Dachshund Wirehair,Black
A661676,Chori,2014-10-24 09:19:00,Euthanasia,Aggressive,Dog,Spayed Female,7 years,Pit Bull Mix,Brown/White
A713851,George,2015-10-19 19:07:00,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Cream Tabby/White
A712713,Jake,2015-11-29 17:24:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A703487,Karhu,2015-06-09 10:33:00,Return_to_owner,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black
A664824,Bella,2014-07-18 15:05:00,Euthanasia,Aggressive,Dog,Spayed Female,5 years,German Shepherd Mix,Black
A696009,,2015-01-31 18:40:00,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog/German Shepherd,Black/Brown
A677635,,2014-04-27 15:32:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
A712589,Captain,2015-12-01 08:08:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A552877,Butterbean,2016-02-21 14:00:00,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Calico
A649365,Barley,2014-05-04 16:46:00,Adoption,Foster,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A670913,Thelonious,2014-03-28 13:18:00,Return_to_owner,,Dog,Neutered Male,4 months,Catahoula/Plott Hound,Brown Merle
A718746,Shasta,2016-01-11 11:45:00,Transfer,Partner,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black/White
A703416,Marley,2015-05-26 16:58:00,Return_to_owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A552342,Passion,2014-01-06 17:23:00,Transfer,Partner,Dog,Spayed Female,4 years,Cocker Spaniel,Black
A697386,Cleo,2015-02-27 13:57:00,Adoption,,Dog,Spayed Female,10 months,Pit Bull Mix,Blue/White
A713892,Tuna,2015-12-23 13:44:00,Transfer,Partner,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black
A669433,Pork Chop,2014-06-21 10:38:00,Adoption,Foster,Dog,Neutered Male,2 years,Chihuahua Shorthair/Miniature Pinscher,Yellow/White
A666176,Scruffy,2013-11-04 16:27:00,Transfer,Partner,Dog,Neutered Male,1 year,Miniature Schnauzer/Yorkshire Terrier,Tricolor
A678739,Bear,2014-05-24 08:13:00,Transfer,Partner,Dog,Intact Male,2 weeks,Chihuahua Shorthair/Jack Russell Terrier,Sable
A666014,,2013-10-26 12:03:00,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Black
A676758,,2014-04-18 14:47:00,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A689162,,2014-09-30 15:35:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
A640310,Cochi,2015-01-29 17:01:00,Return_to_owner,,Dog,Neutered Male,4 years,Pit Bull Mix,Brown Brindle/White
A663907,Simone,2014-01-26 14:16:00,Transfer,Partner,Dog,Spayed Female,1 year,Miniature Poodle Mix,Black
A693633,Shadow,2014-12-16 17:09:00,Return_to_owner,,Dog,Neutered Male,1 year,Scottish Terrier/Miniature Poodle,Black/White
A709243,Leoara,2015-08-14 13:02:00,Transfer,Partner,Dog,Intact Female,6 years,Labrador Retriever/Border Collie,Black
A685624,Lucy,2014-08-12 17:59:00,Return_to_owner,,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Brown
A719076,,2016-01-17 08:21:00,Euthanasia,Rabies Risk,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby
A716872,Ginger,2016-02-08 10:28:00,Adoption,Foster,Dog,Spayed Female,10 years,Rat Terrier Mix,Tan/White
A688345,Mocha,2014-09-26 18:23:00,Return_to_owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair/Dachshund,Black
A709989,Fergus,2015-08-26 13:15:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A668594,Ginny,2013-12-15 23:31:00,Transfer,Partner,Dog,Spayed Female,6 years,Chihuahua Shorthair/Boston Terrier,Black Brindle
A704348,Salsa,2015-06-12 17:12:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A678217,Puzzles,2014-06-01 17:21:00,Adoption,,Dog,Spayed Female,2 years,Bulldog Mix,Brown/White
A711712,Sydney,2016-02-13 12:53:00,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull/Weimaraner,Blue
A683945,,2014-07-20 11:19:00,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown Tabby
A623219,Bear,2015-06-01 19:07:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Blue Tiger/White
A677365,Aragorn,2014-04-27 12:38:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A666132,Mort,2013-12-07 18:58:00,Adoption,,Cat,Neutered Male,2 months,Siamese Mix,Chocolate Point
A683752,,2014-07-15 10:55:00,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair Mix,Gray/White
A708849,,2015-08-05 18:14:00,Adoption,,Dog,Neutered Male,1 year,Bruss Griffon Mix,Tricolor
A694286,,2014-12-30 15:09:00,Transfer,Partner,Dog,Spayed Female,1 year,Dachshund Mix,Black/Brown
A666723,Krypto,2015-04-15 07:37:00,Return_to_owner,,Dog,Neutered Male,4 years,Miniature Poodle Mix,White
A695934,Rocky,2015-03-14 15:21:00,Adoption,,Dog,Neutered Male,1 year,Boxer Mix,Brown Brindle/White
A690050,Cheesy Puff,2014-12-27 11:14:00,Transfer,Partner,Dog,Neutered Male,2 years,American Bulldog Mix,White/Brown Brindle
A690735,,2014-10-25 13:23:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black
A670647,Mr Fabulous,2014-01-17 12:02:00,Transfer,Partner,Cat,Neutered Male,4 years,Norwegian Forest Cat Mix,Brown Tabby
A702335,,2015-06-30 06:57:00,Adoption,Foster,Cat,Neutered Male,2 months,Siamese Mix,Flame Point
A703598,Tigger,2015-06-26 18:58:00,Adoption,Foster,Cat,Neutered Male,1 month,Snowshoe Mix,Lynx Point
A709364,Suzy,2015-09-05 19:09:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Brown Tabby
A701956,Davis,2015-10-18 17:07:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A684041,Bree,2014-09-03 12:25:00,Euthanasia,Aggressive,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black
A683802,Riley,2014-07-19 18:40:00,Adoption,,Dog,Neutered Male,2 months,Border Collie/Great Pyrenees,Black/White
A677572,Butter,2014-06-07 12:15:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A700775,,2015-04-19 13:46:00,Euthanasia,Suffering,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A659115,Hope,2015-10-17 15:58:00,Return_to_owner,,Dog,Spayed Female,4 years,Pit Bull Mix,Brown Brindle/White
A677466,Basil,2014-04-27 12:39:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby/White
A693380,Izzy,2014-12-11 18:51:00,Adoption,,Dog,Spayed Female,6 months,Dachshund Mix,Tricolor
A709305,,2015-08-08 09:00:00,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A679233,Chispita,2014-05-22 17:37:00,Return_to_owner,,Dog,Spayed Female,11 months,Miniature Poodle/Lhasa Apso,Black/White
A660344,Lewis,2014-01-05 15:39:00,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby
A690286,Tigre,2014-10-26 13:00:00,Transfer,Partner,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
A693268,Eagle,2015-01-30 19:08:00,Adoption,Foster,Dog,Neutered Male,1 month,Beagle/German Shepherd,Brown/Black
A708278,,2015-07-26 09:00:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby
A667390,Kneeko,2013-11-23 19:04:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A711893,Frenchy,2015-09-17 13:57:00,Transfer,Partner,Dog,Spayed Female,5 months,Labrador Retriever Mix,Tan
A667550,Dixie,2013-11-20 17:16:00,Return_to_owner,,Dog,Spayed Female,5 years,Pit Bull Mix,Brown/White
A695230,Otter,2015-08-07 12:33:00,Return_to_owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue
A673729,,2014-03-01 13:21:00,Transfer,Partner,Dog,Intact Female,1 month,Plott Hound Mix,Black/Brown Brindle
A680776,Milo,2014-06-15 17:56:00,Adoption,,Dog,Neutered Male,3 years,Carolina Dog Mix,Tan/Black
A671447,Karma,2014-01-29 18:40:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Buff
A700228,,2015-04-10 18:06:00,Euthanasia,Medical,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White
A696741,Jalapeno,2015-03-14 13:42:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White
A672862,Diamond,2014-09-15 13:15:00,Transfer,Partner,Dog,Neutered Male,3 years,Boxer Mix,White
A664069,,2013-10-05 16:57:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Blue
A693330,,2014-12-10 17:38:00,Adoption,,Dog,Spayed Female,5 years,Miniature Poodle,Gray
A668493,,2013-12-11 17:18:00,Euthanasia,Aggressive,Dog,Intact Female,2 years,Pit Bull/Boxer,White/Black
A671141,,2014-01-25 17:45:00,Adoption,,Dog,Neutered Male,2 months,Catahoula/Labrador Retriever,Brown Merle
A594828,Buddy,2015-12-13 16:58:00,Adoption,,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black
A719471,Jordy,2016-01-25 17:02:00,Adoption,,Dog,Neutered Male,3 years,Australian Cattle Dog Mix,Blue Tick
A711904,Veronica,2015-09-18 14:32:00,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico
A718160,Elsie,2016-02-03 16:23:00,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Tortie
A702528,Shadow,2015-05-17 19:08:00,Return_to_owner,,Dog,Neutered Male,3 years,Black Mouth Cur/German Shepherd,Sable
A711880,Leah,2015-09-17 12:25:00,Transfer,Partner,Dog,Intact Female,2 months,Australian Shepherd Mix,Black/White
A681546,,2014-06-18 12:49:00,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby/White
A695397,Bailey,2015-01-19 18:30:00,Return_to_owner,,Cat,Spayed Female,3 years,Domestic Longhair Mix,Blue
A692051,Augustus,2014-11-15 12:41:00,Return_to_owner,,Cat,Neutered Male,12 years,Domestic Longhair Mix,Orange Tabby
A711748,,2015-09-15 18:39:00,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie
A717929,Cinnamon,2015-12-22 19:23:00,Adoption,,Cat,Spayed Female,3 months,Domestic Longhair Mix,Calico
A675927,Tee-Nee,2014-04-04 14:52:00,Return_to_owner,,Dog,Spayed Female,3 years,Shiba Inu Mix,Tan
A713418,,2015-10-07 08:47:00,Transfer,Partner,Dog,Intact Male,2 months,Australian Cattle Dog Mix,Buff/White
A696007,Dee Dee,2015-02-01 18:51:00,Transfer,Partner,Dog,Spayed Female,2 months,Australian Cattle Dog/German Shepherd,Tricolor
A673076,Nero,2014-03-08 14:00:00,Adoption,,Dog,Neutered Male,6 years,Maltese,White
A692500,Kayo,2015-01-29 14:35:00,Euthanasia,Aggressive,Dog,Neutered Male,6 years,Dogo Argentino Mix,White/Black
A692718,Lucy,2014-11-24 18:58:00,Return_to_owner,,Dog,Spayed Female,6 years,Pit Bull Mix,Brown/White
A713895,Oliver,2015-11-28 17:53:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A683527,,2014-07-14 15:24:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Medium Hair,Black
A715029,Rex,2015-10-31 18:04:00,Return_to_owner,,Dog,Neutered Male,1 year,German Shepherd Mix,Black/Brown
A683243,Madison,2014-07-16 18:09:00,Adoption,,Cat,Spayed Female,3 years,Snowshoe Mix,Lilac Point
A686637,Percy,2014-10-02 07:28:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A708980,,2015-08-24 17:00:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A679360,Dexter,2014-06-30 10:38:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A677309,Lucy,2014-05-05 12:11:00,Return_to_owner,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,White
